NBAName,NBABirthDate,NBAID,NBALinks,BBRefName,BBRefID,BBRefBirthDate,BBRefLink,NUMBER,POSITION,HEIGHT,WEIGHT,LAST ATTENDED,COUNTRY
Rasheed Wallace,9/17/1974,739,https://www.nba.com/stats/player/739/career/,Rasheed Wallace,wallara01,9/17/1974,https://www.basketball-reference.com/players/w/wallara01.html,30,F-C,6'11,230 lbs,North Carolina,USA
Rasho Nesterovic,5/30/1976,1725,https://www.nba.com/stats/player/1725/career/,Rasho Nesterovic,nestera01,5/30/1976,https://www.basketball-reference.com/players/n/nestera01.html,12,C,7'1,255 lbs,Virtus Bologna,Slovenia
Rastko Cvetkovic,6/22/1970,687,https://www.nba.com/stats/player/687/career/,Rastko Cvetkovic,cvetkra01,6/22/1970,https://www.basketball-reference.com/players/c/cvetkra01.html,8,C,7'1,260 lbs,Crvena zvezda,Serbia
Rasual Butler,5/23/1979,2446,https://www.nba.com/stats/player/2446/career/,Rasual Butler,butlera01,5/23/1979,https://www.basketball-reference.com/players/b/butlera01.html,8,F,6'7,215 lbs,La Salle,USA
Ratko Varda,5/6/1979,2237,https://www.nba.com/stats/player/2237/career/,Ratko Varda,vardara01,5/6/1979,https://www.basketball-reference.com/players/v/vardara01.html,50,C,7'1,265 lbs,Partizan,Bosnia and Herzegovina
Raul Lopez,4/15/1980,2221,https://www.nba.com/stats/player/2221/career/,Ra¸l LÛpez,lopezra01,4/15/1980,https://www.basketball-reference.com/players/l/lopezra01.html,24,G,6'1,160 lbs,Real Madrid,Spain
Raul Neto,5/19/1992,203526,https://www.nba.com/stats/player/203526/career/,Raul Neto,netora01,5/19/1992,https://www.basketball-reference.com/players/n/netora01.html,19,G,6'1,180 lbs,Murcia,Brazil
Rawle Alkins,10/29/1997,1628959,https://www.nba.com/stats/player/1628959/career/,Rawle Alkins,alkinra01,10/29/1997,https://www.basketball-reference.com/players/a/alkinra01.html,20,G,6'5,225 lbs,Arizona,USA
Rawle Marshall,2/20/1982,101185,https://www.nba.com/stats/player/101185/career/,Rawle Marshall,marshra01,2/20/1982,https://www.basketball-reference.com/players/m/marshra01.html,2,G-F,6'7,190 lbs,Oakland,USA
Ray Allen,7/20/1975,951,https://www.nba.com/stats/player/951/career/,Ray Allen,allenra02,7/20/1975,https://www.basketball-reference.com/players/a/allenra02.html,34,G,6'5,205 lbs,Connecticut,USA
Ray Blume,9/23/1958,76189,https://www.nba.com/stats/player/76189/career/,Ray Blume,blumera01,9/23/1958,https://www.basketball-reference.com/players/b/blumera01.html,22,G,6'4,185 lbs,Oregon State,USA
Ray Corley,1/1/1928,76452,https://www.nba.com/stats/player/76452/career/,Ray Corley,corlera01,1/14/1928,https://www.basketball-reference.com/players/c/corlera01.html,4,G,6'1,180 lbs,Georgetown,USA
Ray Ellefson,11/18/1922,76655,https://www.nba.com/stats/player/76655/career/,Ray Ellefson,ellefra01,11/18/1922,https://www.basketball-reference.com/players/e/ellefra01.html,,C,6'8,230 lbs,West Texas A&M,USA
Ray Epps,8/20/1956,76678,https://www.nba.com/stats/player/76678/career/,Ray Epps,eppsra01,8/20/1956,https://www.basketball-reference.com/players/e/eppsra01.html,32,F,6'6,195 lbs,Norfolk State,USA
Ray Felix,12/10/1930,76704,https://www.nba.com/stats/player/76704/career/,Ray Felix,felixra01,12/10/1930,https://www.basketball-reference.com/players/f/felixra01.html,14,C,6'11,220 lbs,Long Island-Brooklyn,USA
Ray Kuka,2/17/1922,77322,https://www.nba.com/stats/player/77322/career/,,,,,12,F,6'3,200 lbs,Notre Dame,USA
Ray Lumpp,7/11/1923,77425,https://www.nba.com/stats/player/77425/career/,Ray Lumpp,lumppra01,7/11/1923,https://www.basketball-reference.com/players/l/lumppra01.html,7,G,6'1,178 lbs,New York University,USA
Ray McCallum,6/12/1991,203492,https://www.nba.com/stats/player/203492/career/,Ray McCallum,mccalra01,6/12/1991,https://www.basketball-reference.com/players/m/mccalra01.html,3,G,6'3,190 lbs,Detroit,USA
Ray Owes,12/12/1972,1077,https://www.nba.com/stats/player/1077/career/,Ray Owes,owesra01,12/11/1972,https://www.basketball-reference.com/players/o/owesra01.html,35,F,6'9,224 lbs,Arizona,USA
Ray Radziszewski,3/1/1935,77901,https://www.nba.com/stats/player/77901/career/,Ray Radziszewski,radzira01,3/1/1935,https://www.basketball-reference.com/players/r/radzira01.html,19,F,6'5,210 lbs,St. Joseph's (PA),USA
Ray Ragelis,12/10/1928,77902,https://www.nba.com/stats/player/77902/career/,Ray Ragelis,ragelra01,12/10/1928,https://www.basketball-reference.com/players/r/ragelra01.html,18,F,6'4,205 lbs,Northwestern,USA
Ray Ramsey,7/18/1921,77908,https://www.nba.com/stats/player/77908/career/,,,,,,G,6'2,165 lbs,Bradley,USA
Ray Scott,7/12/1938,78100,https://www.nba.com/stats/player/78100/career/,Ray Scott,scottra01,7/12/1938,https://www.basketball-reference.com/players/s/scottra01.html,31,F,6'9,215 lbs,Portland,USA
Ray Spalding,3/11/1997,1629034,https://www.nba.com/stats/player/1629034/career/,Ray Spalding,spaldra01,3/11/1997,https://www.basketball-reference.com/players/s/spaldra01.html,26,F,6'9,225 lbs,Louisville,USA
Ray Tolbert,9/10/1958,78348,https://www.nba.com/stats/player/78348/career/,Ray Tolbert,tolbera01,9/10/1958,https://www.basketball-reference.com/players/t/tolbera01.html,44,F,6'9,225 lbs,Indiana,USA
Ray Wertis,1/1/1922,78494,https://www.nba.com/stats/player/78494/career/,,,,,,G,5'11,,St. John's,USA
Ray Williams,10/14/1954,78571,https://www.nba.com/stats/player/78571/career/,Ray Williams,willira01,10/14/1954,https://www.basketball-reference.com/players/w/willira01.html,13,G,6'3,188 lbs,Minnesota,USA
Rayjon Tucker,9/24/1997,1629730,https://www.nba.com/stats/player/1629730/career/,Rayjon Tucker,tuckera01,9/24/1997,https://www.basketball-reference.com/players/t/tuckera01.html,9,G,6'3,209 lbs,Arkansas-Little Rock,USA
Raymond Brown,7/5/1965,76282,https://www.nba.com/stats/player/76282/career/,Raymond Brown,brownra01,7/5/1965,https://www.basketball-reference.com/players/b/brownra01.html,24,F,6'8,220 lbs,Idaho,USA
Raymond Felton,6/26/1984,101109,https://www.nba.com/stats/player/101109/career/,Raymond Felton,feltora01,6/26/1984,https://www.basketball-reference.com/players/f/feltora01.html,2,G,6'1,205 lbs,North Carolina,USA
Raymond Townsend,12/20/1955,78365,https://www.nba.com/stats/player/78365/career/,Raymond Townsend,townsra01,12/20/1955,https://www.basketball-reference.com/players/t/townsra01.html,11,G,6'3,175 lbs,UCLA,USA
Red Dehnert,4/7/1905,76548,https://www.nba.com/stats/player/76548/career/,,,,,,,,,Columbia,USA
Red Holzman,8/10/1920,77050,https://www.nba.com/stats/player/77050/career/,Red Holzman,holzmre01,8/10/1920,https://www.basketball-reference.com/players/h/holzmre01.html,10,G,5'10,175 lbs,City College of New York,USA
Red Rocha,9/18/1923,77999,https://www.nba.com/stats/player/77999/career/,Red Rocha,rochare01,9/18/1923,https://www.basketball-reference.com/players/r/rochare01.html,6,C,6'9,185 lbs,Oregon State,USA
Reece Gaines,1/7/1981,2558,https://www.nba.com/stats/player/2558/career/,Reece Gaines,gainere01,1/7/1981,https://www.basketball-reference.com/players/g/gainere01.html,34,G,6'6,205 lbs,Louisville,USA
Reggie Bullock,3/16/1991,203493,https://www.nba.com/stats/player/203493/career/,Reggie Bullock,bullore01,3/16/1991,https://www.basketball-reference.com/players/b/bullore01.html,25,G-F,6'6,205 lbs,North Carolina,USA
Reggie Carter,10/10/1957,76360,https://www.nba.com/stats/player/76360/career/,Reggie Carter,cartere01,10/10/1957,https://www.basketball-reference.com/players/c/cartere01.html,35,G,6'3,175 lbs,St. John's,USA
Reggie Evans,5/18/1980,2501,https://www.nba.com/stats/player/2501/career/,Reggie Evans,evansre01,5/18/1980,https://www.basketball-reference.com/players/e/evansre01.html,30,C-F,6'8,245 lbs,Iowa,USA
Reggie Geary,8/31/1973,1002,https://www.nba.com/stats/player/1002/career/,Reggie Geary,gearyre01,8/31/1973,https://www.basketball-reference.com/players/g/gearyre01.html,4,G,6'2,187 lbs,Arizona,USA
Reggie Hanson,10/8/1968,1682,https://www.nba.com/stats/player/1682/career/,Reggie Hanson,hansore01,10/6/1968,https://www.basketball-reference.com/players/h/hansore01.html,34,F,6'8,195 lbs,Kentucky,USA
Reggie Harding,5/4/1942,76945,https://www.nba.com/stats/player/76945/career/,Reggie Harding,hardire01,5/4/1942,https://www.basketball-reference.com/players/h/hardire01.html,17,C,7'1,249 lbs,Eastern HS (MI),USA
Reggie Hearn,8/14/1991,203687,https://www.nba.com/stats/player/203687/career/,Reggie Hearn,hearnre01,8/14/1991,https://www.basketball-reference.com/players/h/hearnre01.html,38,G,6'5,210 lbs,Northwestern,USA
Reggie Jackson,4/16/1990,202704,https://www.nba.com/stats/player/202704/career/,Reggie Jackson,jacksre01,4/16/1990,https://www.basketball-reference.com/players/j/jacksre01.html,1,G,6'2,208 lbs,Boston College,USA
Reggie Johnson,6/25/1957,77163,https://www.nba.com/stats/player/77163/career/,Reggie Johnson,johnsre01,6/25/1957,https://www.basketball-reference.com/players/j/johnsre01.html,33,F,6'9,205 lbs,Tennessee,USA
Reggie Jordan,1/26/1968,674,https://www.nba.com/stats/player/674/career/,Reggie Jordan,jordare01,1/26/1968,https://www.basketball-reference.com/players/j/jordare01.html,31,G,6'4,195 lbs,New Mexico State,USA
Reggie King,2/14/1957,77273,https://www.nba.com/stats/player/77273/career/,Reggie King,kingre01,2/14/1957,https://www.basketball-reference.com/players/k/kingre01.html,51,F,6'6,225 lbs,Alabama,USA
Reggie Lewis,11/21/1965,77384,https://www.nba.com/stats/player/77384/career/,Reggie Lewis,lewisre01,11/21/1965,https://www.basketball-reference.com/players/l/lewisre01.html,35,G,6'7,195 lbs,Northeastern,USA
Reggie Miller,8/24/1965,397,https://www.nba.com/stats/player/397/career/,Reggie Miller,millere01,8/24/1965,https://www.basketball-reference.com/players/m/millere01.html,31,G,6'7,195 lbs,UCLA,USA
Reggie Perry,3/21/2000,1629617,https://www.nba.com/stats/player/1629617/career/,Reggie Perry,perryre01,3/21/2000,https://www.basketball-reference.com/players/p/perryre01.html,0,F-C,6'8,250 lbs,Mississippi State,USA
Reggie Slater,8/27/1970,1073,https://www.nba.com/stats/player/1073/career/,Reggie Slater,slatere01,8/27/1970,https://www.basketball-reference.com/players/s/slatere01.html,35,F,6'7,255 lbs,Wyoming,USA
Reggie Smith,8/21/1970,78201,https://www.nba.com/stats/player/78201/career/,Reggie Smith,smithre01,8/21/1970,https://www.basketball-reference.com/players/s/smithre01.html,54,F,6'10,240 lbs,TCU,USA
Reggie Theus,10/13/1957,78310,https://www.nba.com/stats/player/78310/career/,Reggie Theus,theusre01,10/13/1957,https://www.basketball-reference.com/players/t/theusre01.html,24,G,6'6,190 lbs,UNLV,USA
Reggie Williams,9/14/1986,202130,https://www.nba.com/stats/player/202130/career/,Reggie Williams,willire02,9/14/1986,https://www.basketball-reference.com/players/w/willire02.html,55,F,6'6,205 lbs,Virginia Military Institute,USA
Reggie Williams,3/5/1964,199,https://www.nba.com/stats/player/199/career/,Reggie Williams,willire01,3/5/1964,https://www.basketball-reference.com/players/w/willire01.html,34,F-G,6'7,195 lbs,Georgetown,USA
Renaldo Balkman,7/14/1984,200764,https://www.nba.com/stats/player/200764/career/,Renaldo Balkman,balkmre01,7/14/1984,https://www.basketball-reference.com/players/b/balkmre01.html,32,F,6'8,208 lbs,South Carolina,USA
Renaldo Major,5/7/1982,200970,https://www.nba.com/stats/player/200970/career/,Renaldo Major,majorre01,5/7/1982,https://www.basketball-reference.com/players/m/majorre01.html,12,F,6'7,190 lbs,Fresno State,USA
Rex Chapman,10/5/1967,364,https://www.nba.com/stats/player/364/career/,Rex Chapman,chapmre01,10/5/1967,https://www.basketball-reference.com/players/c/chapmre01.html,3,G,6'4,195 lbs,Kentucky,USA
Rex Morgan,10/27/1948,77641,https://www.nba.com/stats/player/77641/career/,Rex Morgan,morgare01,10/27/1948,https://www.basketball-reference.com/players/m/morgare01.html,20,G,6'5,190 lbs,Jacksonville,USA
Rex Walters,3/12/1970,777,https://www.nba.com/stats/player/777/career/,Rex Walters,waltere01,3/12/1970,https://www.basketball-reference.com/players/w/waltere01.html,23,G,6'4,195 lbs,Kansas,USA
Rich Johnson,12/18/1946,77164,https://www.nba.com/stats/player/77164/career/,Rich Johnson,johnsri01,12/18/1946,https://www.basketball-reference.com/players/j/johnsri01.html,26,C,6'7,210 lbs,Grambling,USA
Rich Jones,12/27/1946,77192,https://www.nba.com/stats/player/77192/career/,Rich Jones,jonesri01,12/27/1946,https://www.basketball-reference.com/players/j/jonesri01.html,33,F,6'8,220 lbs,Memphis,USA
Rich Kelley,3/23/1953,77235,https://www.nba.com/stats/player/77235/career/,Rich Kelley,kelleri01,3/23/1953,https://www.basketball-reference.com/players/k/kelleri01.html,50,C,7'1,235 lbs,Stanford,USA
Rich King,4/4/1969,1101,https://www.nba.com/stats/player/1101/career/,Rich King,kingri01,4/4/1969,https://www.basketball-reference.com/players/k/kingri01.html,45,C,7'2,260 lbs,Nebraska,USA
Rich Laurel,7/11/1954,77344,https://www.nba.com/stats/player/77344/career/,Rich Laurel,laureri01,7/11/1954,https://www.basketball-reference.com/players/l/laureri01.html,12-May,G,6'6,190 lbs,Hofstra,USA
Rich Niemann,7/2/1946,77716,https://www.nba.com/stats/player/77716/career/,Rich Niemann,niemari01,7/2/1946,https://www.basketball-reference.com/players/n/niemari01.html,27,C,7'1,245 lbs,St. Louis,USA
Rich Rinaldi,8/3/1949,77965,https://www.nba.com/stats/player/77965/career/,Rich Rinaldi,rinalri01,8/3/1949,https://www.basketball-reference.com/players/r/rinalri01.html,33,G,6'3,195 lbs,St. Peter's,USA
Rich Yonakor,10/3/1958,78632,https://www.nba.com/stats/player/78632/career/,Rich Yonakor,yonakri01,10/3/1958,https://www.basketball-reference.com/players/y/yonakri01.html,43,F,6'9,220 lbs,North Carolina,USA
Richard Anderson,11/19/1960,76045,https://www.nba.com/stats/player/76045/career/,Richard Anderson,anderri01,11/19/1960,https://www.basketball-reference.com/players/a/anderri01.html,35,F,6'10,240 lbs,California-Santa Barbara,USA
Richard Atha,9/21/1931,76069,https://www.nba.com/stats/player/76069/career/,Dick Atha,athadi01,9/21/1931,https://www.basketball-reference.com/players/a/athadi01.html,7,G,6'2,190 lbs,Indiana State,USA
Richard Coffey,9/2/1965,76410,https://www.nba.com/stats/player/76410/career/,Richard Coffey,cofferi01,9/2/1965,https://www.basketball-reference.com/players/c/cofferi01.html,33,G,6'6,212 lbs,Minnesota,USA
Richard Dumas,5/19/1969,30,https://www.nba.com/stats/player/30/career/,Richard Dumas,dumasri02,5/19/1969,https://www.basketball-reference.com/players/d/dumasri02.html,7,F,6'7,225 lbs,Oklahoma State,USA
Richard Hamilton,2/14/1978,1888,https://www.nba.com/stats/player/1888/career/,Richard Hamilton,hamilri01,2/14/1978,https://www.basketball-reference.com/players/h/hamilri01.html,32,G,6'7,193 lbs,Connecticut,USA
Richard Jefferson,6/21/1980,2210,https://www.nba.com/stats/player/2210/career/,Richard Jefferson,jefferi01,6/21/1980,https://www.basketball-reference.com/players/j/jefferi01.html,22,F,6'7,233 lbs,Arizona,USA
Richard Manning,6/23/1970,316,https://www.nba.com/stats/player/316/career/,Rich Manning,manniri01,6/23/1970,https://www.basketball-reference.com/players/m/manniri01.html,50,C,6'11,245 lbs,Washington,USA
Richard Morton,2/2/1966,77652,https://www.nba.com/stats/player/77652/career/,Richard Morton,mortori01,2/2/1966,https://www.basketball-reference.com/players/m/mortori01.html,4,F,6'3,190 lbs,California State-Fullerton,USA
Richard Petruska,1/25/1969,77846,https://www.nba.com/stats/player/77846/career/,Richard Petruöka,petruri01,1/25/1969,https://www.basketball-reference.com/players/p/petruri01.html,3,C,6'10,260 lbs,UCLA,USA
Richard Rellford,2/16/1964,77939,https://www.nba.com/stats/player/77939/career/,Richard Rellford,rellfri01,2/16/1964,https://www.basketball-reference.com/players/r/rellfri01.html,42,F,6'6,230 lbs,Michigan,USA
Richard Washington,7/15/1955,78468,https://www.nba.com/stats/player/78468/career/,Richard Washington,washiri01,7/15/1955,https://www.basketball-reference.com/players/w/washiri01.html,31,F,6'10,220 lbs,UCLA,USA
Richaun Holmes,10/15/1993,1626158,https://www.nba.com/stats/player/1626158/career/,Richaun Holmes,holmeri01,10/15/1993,https://www.basketball-reference.com/players/h/holmeri01.html,22,F,6'10,235 lbs,Bowling Green,USA
Richie Frahm,8/14/1977,2499,https://www.nba.com/stats/player/2499/career/,Richie Frahm,frahmri01,8/14/1977,https://www.basketball-reference.com/players/f/frahmri01.html,14,G,6'5,210 lbs,Gonzaga,USA
Richie Guerin,5/29/1932,76902,https://www.nba.com/stats/player/76902/career/,Richie Guerin,gueriri01,5/29/1932,https://www.basketball-reference.com/players/g/gueriri01.html,19,G,6'4,195 lbs,Iona,USA
Richie Regan,11/30/1930,77932,https://www.nba.com/stats/player/77932/career/,Richie Regan,reganri01,11/30/1930,https://www.basketball-reference.com/players/r/reganri01.html,14,G,6'2,180 lbs,Seton Hall,USA
Rick Adelman,6/16/1946,76015,https://www.nba.com/stats/player/76015/career/,Rick Adelman,adelmri01,6/16/1946,https://www.basketball-reference.com/players/a/adelmri01.html,5,G,6'2,175 lbs,Loyola-Marymount,USA
Rick Barry,3/28/1944,600013,https://www.nba.com/stats/player/600013/career/,Rick Barry,barryri01,3/28/1944,https://www.basketball-reference.com/players/b/barryri01.html,24,F,6'7,205 lbs,Miami,USA
Rick Brunson,6/14/1972,1594,https://www.nba.com/stats/player/1594/career/,Rick Brunson,brunsri01,6/14/1972,https://www.basketball-reference.com/players/b/brunsri01.html,9,G,6'4,190 lbs,Temple,USA
Rick Calloway,10/12/1966,76334,https://www.nba.com/stats/player/76334/career/,Rick Calloway,callori01,12/12/1966,https://www.basketball-reference.com/players/c/callori01.html,4,G,6'6,180 lbs,Kansas,USA
Rick Carlisle,10/27/1959,76342,https://www.nba.com/stats/player/76342/career/,Rick Carlisle,carliri01,10/27/1959,https://www.basketball-reference.com/players/c/carliri01.html,12,G,6'5,210 lbs,Virginia,USA
Rick Fox,7/24/1969,296,https://www.nba.com/stats/player/296/career/,Rick Fox,foxri01,7/24/1969,https://www.basketball-reference.com/players/f/foxri01.html,17,F,6'7,235 lbs,North Carolina,Canada
Rick Hughes,8/22/1973,1965,https://www.nba.com/stats/player/1965/career/,Rick Hughes,hugheri02,8/22/1973,https://www.basketball-reference.com/players/h/hugheri02.html,3,F,6'9,235 lbs,Thomas More,USA
Rick Mahorn,9/21/1958,328,https://www.nba.com/stats/player/328/career/,Rick Mahorn,mahorri01,9/21/1958,https://www.basketball-reference.com/players/m/mahorri01.html,4,F,6'10,260 lbs,Hampton,USA
Rick Roberson,7/7/1947,77973,https://www.nba.com/stats/player/77973/career/,Rick Roberson,roberri01,7/7/1947,https://www.basketball-reference.com/players/r/roberri01.html,50,C,6'9,231 lbs,Cincinnati,USA
Rick Robey,1/30/1956,77984,https://www.nba.com/stats/player/77984/career/,Rick Robey,robeyri01,1/30/1956,https://www.basketball-reference.com/players/r/robeyri01.html,8,C,6'11,230 lbs,Kentucky,USA
Rick Weitzman,4/30/1946,78486,https://www.nba.com/stats/player/78486/career/,Rick Weitzman,weitzri01,4/30/1946,https://www.basketball-reference.com/players/w/weitzri01.html,26,G,6'2,175 lbs,Northeastern,USA
