,Date,Team,Acquired,Relinquished,Notes
22191,2017-12-04,Jazz,Raulzinho Neto,,activated from IL
22192,2017-12-04,Jazz,Rudy Gobert,,activated from IL
22193,2017-12-04,Nets,,Isaiah Whitehead,placed on IL
22194,2017-12-04,Nuggets,,Tyler Lydon,placed on IL
22195,2017-12-04,Nuggets,Wilson Chandler,,activated from IL
22196,2017-12-04,Spurs,,Kyle Anderson,placed on IL with sprained MCL in left knee
22197,2017-12-04,Spurs,Rudy Gay,,activated from IL
22198,2017-12-04,Warriors,Andre Iguodala,,activated from IL
22199,2017-12-04,Cavaliers,,John Holland,placed on IL
22200,2017-12-05,Blazers,,Caleb Swanigan,placed on IL
22201,2017-12-05,Blazers,Zach Collins,,activated from IL
22202,2017-12-05,Jazz,Tony Bradley,,activated from IL
22203,2017-12-05,Thunder,,Kyle Singler,placed on IL
22204,2017-12-05,Thunder,Dakari Johnson,,activated from IL
22205,2017-12-06,Bucks,,Jason Terry,placed on IL with strained left knee
22206,2017-12-06,Bucks,Sterling Brown,,activated from IL
22207,2017-12-06,Celtics,,Jaylen Brown,placed on IL with right eye inflammation
22208,2017-12-06,Clippers,,Brice Johnson,placed on IL
22209,2017-12-06,Clippers,Danilo Gallinari,,activated from IL
22210,2017-12-06,Grizzlies,Chandler Parsons,,activated from IL
22211,2017-12-06,Knicks,,Ron Baker,placed on IL
22212,2017-12-06,Knicks,Kristaps Porzingis,,activated from IL
22213,2017-12-06,Pacers,Ike Anigbogu,,activated from IL
22214,2017-12-06,Spurs,William) Tony Parker,,activated from IL
22215,2017-12-06,Warriors,,Draymond Green,placed on IL with sore right shoulder
22216,2017-12-06,Warriors,,Stephen Curry,placed on IL with sprained right ankle
22217,2017-12-06,Warriors,Quinn Cook,,activated from IL
22218,2017-12-07,76ers,James Michael McAdoo,,activated from IL
22219,2017-12-07,76ers,T.J. McConnell,,activated from IL
22220,2017-12-07,Jazz,,Tony Bradley,placed on IL
22221,2017-12-07,Lakers,,Thomas Bryant,placed on IL
22222,2017-12-07,Lakers,Ivica Zubac,,activated from IL
22223,2017-12-07,Suns,,Devin Booker,placed on IL with strained adductor in left groin
22224,2017-12-07,Thunder,,Jerami Grant,placed on IL with bruised left hip
22225,2017-12-07,Thunder,,Paul George,placed on IL with bruised right calf
22226,2017-12-07,Thunder,Kyle Singler,,activated from IL
22227,2017-12-07,Jazz,Rodney Hood,,activated from IL
22228,2017-12-07,Suns,Derrick Jones Jr.,,activated from IL
22229,2017-12-07,76ers,Furkan Korkmaz,,activated from IL
22230,2017-12-08,Bulls,,Kahlil Felder,placed on IL
22231,2017-12-08,Bulls,Nikola Mirotic,,activated from IL
22232,2017-12-08,Celtics,Jaylen Brown,,activated from IL
22233,2017-12-08,Hornets,,Cody Zeller,placed on IL with torn meniscus in left knee
22234,2017-12-08,Kings,,Skal Labissiere,placed on IL
22235,2017-12-08,Kings,,Willie Cauley-Stein,placed on IL with strained lower back
22236,2017-12-08,Kings,Georgios Papagiannis,,activated from IL
22237,2017-12-08,Mavericks,,Dennis Smith Jr.,placed on IL with strained left hip
22238,2017-12-08,Mavericks,Johnathan Motley,,activated from IL
22239,2017-12-08,Warriors,,Patrick McCaw,placed on IL with concussion
22240,2017-12-08,Warriors,Draymond Green,,activated from IL
22241,2017-12-08,Hornets,Mangok Mathiang,,activated from IL
22242,2017-12-09,76ers,,Joel Embiid,placed on IL for rest
22243,2017-12-09,Blazers,,Jusuf Nurkic,placed on IL with right ankle injury
22244,2017-12-09,Blazers,,Maurice Harkless,placed on IL with left quadriceps injury
22245,2017-12-09,Blazers,Caleb Swanigan,,activated from IL
22246,2017-12-09,Hornets,,Frank Kaminsky,placed on IL with sprained right ankle
22247,2017-12-09,Hornets,,Jeremy Lamb,placed on IL with bruised shin
22248,2017-12-09,Knicks,,Joakim Noah,placed on IL
22249,2017-12-09,Knicks,Ron Baker,,activated from IL
22250,2017-12-09,Magic,,Evan Fournier,placed on IL with sprained right ankle (DTD)
22251,2017-12-09,Rockets,,Briante Weber,placed on IL
22252,2017-12-09,Spurs,,William) Tony Parker,placed on IL for rest
22253,2017-12-09,Spurs,,Emanuel Ginobili,placed on IL for rest
22254,2017-12-09,Spurs,,Pau Gasol,placed on IL for rest
22255,2017-12-09,Spurs,Darrun Hilliard,,activated from IL
22256,2017-12-09,Spurs,Matt Costello,,activated from IL
22257,2017-12-09,Thunder,Jerami Grant,,activated from IL
22258,2017-12-09,Magic,Adreian Payne,,activated from IL
22259,2017-12-09,Hornets,Julyan Stone,,activated from IL
22260,2017-12-10,76ers,,Robert Covington,placed on IL with bruised lower back
22261,2017-12-10,Celtics,Kadeem Allen,,activated from IL
22262,2017-12-10,Kings,,Jack Cooley,placed on IL
22263,2017-12-10,Kings,Justin Jackson,,activated from IL
22264,2017-12-10,Kings,Skal Labissiere,,activated from IL
22265,2017-12-10,Mavericks,,Nerlens Noel,placed on IL recovering form surgery on thumb
22266,2017-12-11,Bulls,Kahlil Felder,,activated from IL
22267,2017-12-11,Celtics,,Kyrie Irving,placed on IL with bruised quadriceps
22268,2017-12-11,Celtics,Jabari Bird,,activated from IL
22269,2017-12-11,Clippers,,Danilo Gallinari,placed on IL with bruised left gluteus muscle
22270,2017-12-11,Clippers,Milos Teodosic,,activated from IL
22271,2017-12-11,Hornets,,Nicolas Batum,placed on IL with sore left elbow
22272,2017-12-11,Hornets,Frank Kaminsky,,activated from IL
22273,2017-12-11,Hornets,Jeremy Lamb,,activated from IL
22274,2017-12-11,Pelicans,,Jameer Nelson,placed on IL with left ankle injury
22275,2017-12-11,Pelicans,,Tony Allen,placed on IL with fractured fibula in left leg
22276,2017-12-11,Thunder,,Andre Roberson,placed on IL with sprained left ankle
22277,2017-12-11,Thunder,Paul George,,activated from IL
22278,2017-12-11,Warriors,,Draymond Green,placed on IL with sore right shoulder
22279,2017-12-11,Warriors,,Zaur Pachulia,placed on IL with sore left shoulder
22280,2017-12-11,Warriors,Patrick McCaw,,activated from IL
22281,2017-12-11,Grizzlies,Ivan Rabb,,activated from IL
22282,2017-12-11,Pelicans,Charles Cooke,,activated from IL
22283,2017-12-11,Pelicans,Jalen Jones,,activated from IL
22284,2017-12-12,76ers,,Jacob Pullen,placed on IL
22285,2017-12-12,76ers,Joel Embiid,,activated from IL
22286,2017-12-12,76ers,T.J. McConnell,,activated from IL
22287,2017-12-12,Cavaliers,London Perrantes,,activated from IL
22288,2017-12-12,Cavaliers,Tristan Thompson,,activated from IL
22289,2017-12-12,Kings,,JaKarr Sampson,placed on IL
22290,2017-12-12,Kings,Willie Cauley-Stein,,activated from IL
22291,2017-12-12,Nuggets,Monte Morris,,activated from IL
22292,2017-12-12,Spurs,,Darrun Hilliard,placed on IL
22293,2017-12-12,Spurs,,Derrick White,placed on IL
22294,2017-12-12,Spurs,,Matt Costello,placed on IL
22295,2017-12-12,Spurs,William) Tony Parker,,activated from IL
22296,2017-12-12,Spurs,Emanuel Ginobili,,activated from IL
22297,2017-12-12,Spurs,Kawhi Leonard,,activated from IL
22298,2017-12-12,Spurs,Pau Gasol,,activated from IL
22299,2017-12-13,Blazers,Maurice Harkless,,activated from IL
22300,2017-12-13,Celtics,,Al Horford,placed on IL for rest
22301,2017-12-13,Celtics,Kyrie Irving,,activated from IL
22302,2017-12-13,Hornets,,Julyan Stone,placed on IL
22303,2017-12-13,Hornets,Nicolas Batum,,activated from IL
22304,2017-12-13,Jazz,,Raulzinho Neto,placed on IL with concussion
22305,2017-12-13,Jazz,Nate Wolters,,activated from IL
22306,2017-12-13,Magic,,Aaron Gordon,placed on IL with concussion
22307,2017-12-13,Nuggets,,Monte Morris,placed on IL
22308,2017-12-13,Nuggets,,Will Barton,placed on IL with bruised lower back
22309,2017-12-13,Nuggets,Nikola Jokic,,activated from IL
22310,2017-12-13,Pelicans,Jameer Nelson,,activated from IL
22311,2017-12-13,Rockets,,Demetrius Jackson,placed on IL
22312,2017-12-13,Rockets,Zhou Qi,,activated from IL
22313,2017-12-13,Wizards,John Wall,,activated from IL
22314,2017-12-13,Magic,Jamel Artis,,activated from IL
22315,2017-12-13,Magic,Khem Birch,,activated from IL
22316,2017-12-14,Hawks,John Collins,,activated from IL
22317,2017-12-14,Kings,,Georgios Papagiannis,placed on IL
22318,2017-12-14,Kings,Malachi Richardson,,activated from IL
22319,2017-12-15,76ers,,Furkan Korkmaz,placed on IL
22320,2017-12-15,76ers,Robert Covington,,activated from IL
22321,2017-12-15,Blazers,,Caleb Swanigan,placed on IL
22322,2017-12-15,Blazers,Jusuf Nurkic,,activated from IL
22323,2017-12-15,Bucks,,Joel Bolomboy,placed on IL
22324,2017-12-15,Bulls,,Lauri Markkanen,placed on IL with back spasms
22325,2017-12-15,Celtics,,Jabari Bird,placed on IL
22326,2017-12-15,Celtics,,Kadeem Allen,placed on IL
22327,2017-12-15,Celtics,Al Horford,,activated from IL
22328,2017-12-15,Clippers,,Austin Rivers,placed on IL with concussion
22329,2017-12-15,Clippers,,Milos Teodosic,placed on IL for rest
22330,2017-12-15,Clippers,Brice Johnson,,activated from IL
22331,2017-12-15,Grizzlies,,Tyreke Evans,placed on IL with sore right hip
22332,2017-12-15,Hornets,,Mangok Mathiang,placed on IL
22333,2017-12-15,Jazz,Joe Johnson,,activated from IL
22334,2017-12-15,Magic,,Arron Afflalo,placed on IL with back spasms
22335,2017-12-15,Magic,,Khem Birch,placed on IL
22336,2017-12-15,Magic,Aaron Gordon,,activated from IL
22337,2017-12-15,Nuggets,,Juancho Hernangomez,placed on IL
22338,2017-12-15,Nuggets,Will Barton,,activated from IL
22339,2017-12-15,Raptors,Delon Wright,,activated from IL
22340,2017-12-15,Rockets,,Luc Richard Mbah a Moute,placed on IL with dislocated right shoulder
22341,2017-12-15,Thunder,,Kyle Singler,placed on IL
22342,2017-12-15,Thunder,Andre Roberson,,activated from IL
22343,2017-12-15,Hornets,Julyan Stone,,activated from IL
22344,2017-12-15,Nuggets,Torrey Craig,,activated from IL
22345,2017-12-15,Nets,Isaiah Whitehead,,activated from IL
22346,2017-12-16,Clippers,Milos Teodosic,,activated from IL
22347,2017-12-16,Grizzlies,,Ivan Rabb,placed on IL
22348,2017-12-16,Grizzlies,Kobi Simmons,,activated from IL
22349,2017-12-16,Knicks,,Kristaps Porzingis,placed on IL with sore left knee
22350,2017-12-16,Knicks,Joakim Noah,,activated from IL
22351,2017-12-16,Spurs,,William) Tony Parker,placed on IL for rest
22352,2017-12-16,Spurs,,Kawhi Leonard,placed on IL for rest
22353,2017-12-16,Spurs,Darrun Hilliard,,activated from IL
22354,2017-12-16,Thunder,,Steven Adams,placed on IL with concussion
22355,2017-12-16,Thunder,Kyle Singler,,activated from IL
22356,2017-12-16,Jazz,Tony Bradley,,activated from IL
22357,2017-12-16,Spurs,Derrick White,,activated from IL
22358,2017-12-17,Cavaliers,,Dwyane Wade,placed on IL for rest
22359,2017-12-17,Cavaliers,,London Perrantes,placed on IL
22360,2017-12-17,Kings,,De'Aaron Fox,placed on IL with bruised right quadriceps
22361,2017-12-17,Kings,Georgios Papagiannis,,activated from IL
22362,2017-12-17,Magic,,Aaron Gordon,placed on IL with strained right calf (DTD)
22363,2017-12-17,Magic,Jonathan Isaac,,activated from IL
22364,2017-12-17,Pacers,,Ike Anigbogu,placed on IL
22365,2017-12-17,Pacers,,T.J. Leaf,placed on IL
22366,2017-12-17,Pacers,Alex Poythress,,activated from IL
22367,2017-12-17,Raptors,,Serge Ibaka,placed on IL with sore left knee (DTD)
22368,2017-12-18,76ers,,Joel Embiid,placed on IL for rest
22369,2017-12-18,76ers,,Trevor Booker,placed on IL with sprained left ankle
22370,2017-12-18,76ers,Jacob Pullen,,activated from IL
22371,2017-12-18,Bulls,Lauri Markkanen,,activated from IL
22372,2017-12-18,Clippers,Austin Rivers,,activated from IL
22373,2017-12-18,Heat,Derrick Walton Jr.,,activated from IL
22374,2017-12-18,Hornets,,Treveon Graham,placed on IL with back spasms
22375,2017-12-18,Hornets,Mangok Mathiang,,activated from IL
22376,2017-12-18,Lakers,,Ivica Zubac,placed on IL
22377,2017-12-18,Lakers,Thomas Bryant,,activated from IL
22378,2017-12-18,Mavericks,Dennis Smith Jr.,,activated from IL
22379,2017-12-18,Nuggets,,Emmanuel Mudiay,placed on IL with right ankle injury
22380,2017-12-18,Nuggets,Juancho Hernangomez,,activated from IL
22381,2017-12-18,Spurs,,Darrun Hilliard,placed on IL
22382,2017-12-18,Spurs,,Derrick White,placed on IL
22383,2017-12-18,Spurs,William) Tony Parker,,activated from IL
22384,2017-12-18,Spurs,Kawhi Leonard,,activated from IL
22385,2017-12-18,Warriors,,Shaun Livingston,placed on IL with sore right knee
22386,2017-12-18,Warriors,Damian Jones,,activated from IL
22387,2017-12-19,76ers,Trevor Booker,,activated from IL
22388,2017-12-19,Bucks,,D.J. Wilson,placed on IL
22389,2017-12-19,Bucks,Jason Terry,,activated from IL
22390,2017-12-19,Bucks,Matthew Dellavedova,,activated from IL
22391,2017-12-19,Cavaliers,Dwyane Wade,,activated from IL
22392,2017-12-19,Kings,,George Hill,placed on IL with illness
22393,2017-12-19,Kings,De'Aaron Fox,,activated from IL
22394,2017-12-19,Pelicans,,Jalen Jones,placed on IL
22395,2017-12-19,Wizards,,Otto Porter Jr.,placed on IL with bruised right thigh
22396,2017-12-20,Clippers,,Brice Johnson,placed on IL
22397,2017-12-20,Grizzlies,,Chandler Parsons,placed on IL for rest
22398,2017-12-20,Grizzlies,Ivan Rabb,,activated from IL
22399,2017-12-20,Hawks,,Tyler Dorsey,placed on IL
22400,2017-12-20,Heat,,Hassan Whiteside,placed on IL with bone bruise in left knee
22401,2017-12-20,Heat,Matt Williams,,activated from IL
22402,2017-12-20,Jazz,,Rudy Gobert,placed on IL with sprained left knee
22403,2017-12-20,Jazz,Derrick Favors,,activated from IL
22404,2017-12-20,Kings,,De'Aaron Fox,placed on IL with bruised right quadriceps
22405,2017-12-20,Kings,George Hill,,activated from IL
22406,2017-12-20,Lakers,,Brook Lopez,placed on IL with sprained right ankle
22407,2017-12-20,Lakers,Alex Caruso,,activated from IL
22408,2017-12-20,Magic,Arron Afflalo,,activated from IL
22409,2017-12-20,Mavericks,,Johnathan Motley,placed on IL
22410,2017-12-20,Nets,,Isaiah Whitehead,placed on IL
22411,2017-12-20,Nets,,Milton Doyle,placed on IL
22412,2017-12-20,Nuggets,,Gary Harris,placed on IL with right elbow injury
22413,2017-12-20,Raptors,,C.J. Miles,placed on IL with dental procedure
22414,2017-12-20,Raptors,,Lorenzo Brown,placed on IL
22415,2017-12-20,Raptors,Malcolm Miller,,activated from IL
22416,2017-12-20,Raptors,Serge Ibaka,,activated from IL
22417,2017-12-20,Rockets,Demetrius Jackson,,activated from IL
22418,2017-12-20,Spurs,,Kawhi Leonard,placed on IL for rest
22419,2017-12-20,Spurs,Kyle Anderson,,activated from IL
22420,2017-12-20,Thunder,,Kyle Singler,placed on IL
22421,2017-12-20,Thunder,Steven Adams,,activated from IL
22422,2017-12-20,Warriors,,Andre Iguodala,placed on IL with flu
22423,2017-12-20,Wizards,Markieff Morris,,activated from IL
22424,2017-12-21,76ers,,J.J. Redick,placed on IL with tightness in right hamstring
22425,2017-12-21,Celtics,,Shane Larkin,placed on IL with sore left knee
22426,2017-12-21,Grizzlies,,Marc Gasol,placed on IL with tightness in right groin
22427,2017-12-21,Grizzlies,,Vincent Hunter,placed on IL
22428,2017-12-21,Grizzlies,Brandan Wright,,activated from IL
22429,2017-12-21,Grizzlies,Chandler Parsons,,activated from IL
22430,2017-12-21,Knicks,,Joakim Noah,placed on IL
22431,2017-12-21,Knicks,Kristaps Porzingis,,activated from IL
22432,2017-12-21,Raptors,,Alfonzo McKinnie,placed on IL
22433,2017-12-21,Spurs,Kawhi Leonard,,activated from IL
22434,2017-12-21,Celtics,Kadeem Allen,,activated from IL
22435,2017-12-21,Jazz,,Erik McCree,placed on IL
22436,2017-12-22,Blazers,Caleb Swanigan,,activated from IL
22437,2017-12-22,Hornets,,Julyan Stone,placed on IL
22438,2017-12-22,Hornets,,Mangok Mathiang,placed on IL
22439,2017-12-22,Knicks,,Damyean Dotson,placed on IL
22440,2017-12-22,Knicks,Joakim Noah,,activated from IL
22441,2017-12-22,Nuggets,,Monte Morris,placed on IL
22442,2017-12-22,Nuggets,Gary Harris,,activated from IL
22443,2017-12-22,Rockets,Briante Weber,,activated from IL
22444,2017-12-22,Warriors,Andre Iguodala,,activated from IL
22445,2017-12-22,Warriors,Draymond Green,,activated from IL
22446,2017-12-22,Warriors,Shaun Livingston,,activated from IL
22447,2017-12-22,Wizards,Otto Porter Jr.,,activated from IL
22448,2017-12-22,Warriors,,Damian Jones,placed on IL with strained right hamstring
22449,2017-12-23,76ers,Joel Embiid,,activated from IL
22450,2017-12-23,Blazers,,Noah Vonleh,placed on IL with dislocated finger on right hand
22451,2017-12-23,Bucks,,Giannis Antetokounmpo,placed on IL with sore right knee
22452,2017-12-23,Bucks,D.J. Wilson,,activated from IL
22453,2017-12-23,Celtics,Shane Larkin,,activated from IL
22454,2017-12-23,Grizzlies,,JaMychal Green,placed on IL with sore right knee
22455,2017-12-23,Grizzlies,Ivan Rabb,,activated from IL
22456,2017-12-23,Hornets,Treveon Graham,,activated from IL
22457,2017-12-23,Lakers,,Brandon Ingram,placed on IL with tendinitis in left quadriceps
22458,2017-12-23,Spurs,,Danny Green,placed on IL with tightness in left groin
22459,2017-12-23,Spurs,Pau Gasol,,activated from IL
22460,2017-12-23,Warriors,,Shaun Livingston,placed on IL with sore right knee
22461,2017-12-23,Pacers,T.J. Leaf,,activated from IL
22462,2017-12-25,76ers,J.J. Redick,,activated from IL
22463,2017-12-25,Celtics,,Kadeem Allen,placed on IL
22464,2017-12-25,Celtics,,Semi Ojeleye,placed on IL with sore back
22465,2017-12-25,Celtics,Jabari Bird,,activated from IL
22466,2017-12-25,Lakers,,Lonzo Ball,placed on IL with sprained left shoulder
22467,2017-12-25,Lakers,Ivica Zubac,,activated from IL
22468,2017-12-25,Rockets,Chinanu Onuaku,,activated from IL
22469,2017-12-25,Timberwolves,Nemanja Bjelica,,activated from IL
22470,2017-12-25,Warriors,Shaun Livingston,,activated from IL
22471,2017-12-25,Warriors,Zaur Pachulia,,activated from IL
22472,2017-12-26,Bucks,,Rashad Vaughn,placed on IL
22473,2017-12-26,Bucks,Giannis Antetokounmpo,,activated from IL
22474,2017-12-26,Grizzlies,,Chandler Parsons,placed on IL for rest
22475,2017-12-26,Grizzlies,Vincent Hunter,,activated from IL
22476,2017-12-26,Heat,Hassan Whiteside,,activated from IL
22477,2017-12-26,Jazz,,Tony Bradley,placed on IL
22478,2017-12-26,Magic,,Jamel Artis,placed on IL
22479,2017-12-26,Magic,,Nikola Vucevic,placed on IL with fractured left hand
22480,2017-12-26,Magic,Evan Fournier,,activated from IL
22481,2017-12-26,Magic,Khem Birch,,activated from IL
22482,2017-12-26,Nets,Milton Doyle,,activated from IL
22483,2017-12-26,Nuggets,,Juancho Hernangomez,placed on IL
22484,2017-12-26,Nuggets,Emmanuel Mudiay,,activated from IL
22485,2017-12-26,Pistons,,Avery Bradley,placed on IL with strained adductor in right groin
22486,2017-12-26,Raptors,,Malcolm Miller,placed on IL
22487,2017-12-26,Raptors,C.J. Miles,,activated from IL
22488,2017-12-26,Raptors,Lucas Nogueira,,activated from IL
22489,2017-12-26,Spurs,,Brandon Paul,placed on IL
22490,2017-12-26,Spurs,Danny Green,,activated from IL
22491,2017-12-26,Suns,,Danuel House,placed on IL with foot injury
22492,2017-12-26,Suns,Devin Booker,,activated from IL
22493,2017-12-26,Pistons,Dwight Buycks,,activated from IL
22494,2017-12-27,Celtics,,Jaylen Brown,placed on IL
22495,2017-12-27,Celtics,Kadeem Allen,,activated from IL
22496,2017-12-27,Grizzlies,,Brandan Wright,placed on IL with left quadricep injury
22497,2017-12-27,Grizzlies,Chandler Parsons,,activated from IL
22498,2017-12-27,Knicks,,Joakim Noah,placed on IL
22499,2017-12-27,Knicks,Damyean Dotson,,activated from IL
