Date,Team,Acquired,Relinquished,Notes
4/14/2006,Hornets,,Aaron Williams,placed on IL with right knee injury
4/14/2006,Hornets,David West,,activated from IL
4/14/2006,Knicks,,Stephon Marbury,placed on IL with strained left patella tendon
4/14/2006,Knicks,Steve Francis,,activated from IL
4/14/2006,Pistons,,Kelvin Cato,placed on IL
4/14/2006,Pistons,Jason Maxiell,,activated from IL
4/15/2006,Blazers,,Zach Randolph,placed on IL with sore right knee
4/15/2006,Blazers,Ha Seung-Jin,,activated from IL
4/16/2006,Cavaliers,,Stephen Graham,placed on IL
4/16/2006,Cavaliers,LeBron James,,activated from IL
4/16/2006,Clippers,,Cuttino Mobley,placed on IL with ankle injury
4/16/2006,Clippers,Vin Baker,,activated from IL
4/16/2006,Heat,,Dorell Wright,placed on IL
4/16/2006,Heat,,Jason Kapono,placed on IL
4/16/2006,Heat,James Posey,,activated from IL
4/16/2006,Heat,Jason Williams,,activated from IL
4/16/2006,Hornets,,Craig Claxton / Speedy Claxton,placed on IL with knee injury
4/16/2006,Hornets,Marcus Fizer,,activated from IL
4/16/2006,Mavericks,,Devin Harris,placed on IL with sore left leg
4/16/2006,Mavericks,Jerry Stackhouse,,activated from IL
4/16/2006,Spurs,,Melvin Sanders,placed on IL
4/16/2006,Spurs,Emanuel Ginobili / Manu Ginobili,,activated from IL
4/16/2006,Wizards,,Etan Thomas,placed on IL with strained lower back
4/16/2006,Wizards,Caron Butler,,activated from IL
4/17/2006,Bucks,,Maurice Williams / Mo Williams,placed on IL with sprained left ankle
4/17/2006,Bucks,Jermaine Jackson,,activated from IL
4/17/2006,Cavaliers,,LeBron James,placed on IL with sprained left ankle
4/17/2006,Cavaliers,Stephen Graham,,activated from IL
4/17/2006,Hornets,,David West,placed on IL with sprained/sore left ankle
4/17/2006,Hornets,Arvydas Macijauskas,,activated from IL
4/17/2006,Magic,,Travis Diener,placed on IL
4/17/2006,Magic,Carlos Arroyo,,activated from IL
4/17/2006,Pistons,,Lindsey Hunter,placed on IL for rest
4/17/2006,Pistons,,Rasheed Wallace,placed on IL for rest
4/17/2006,Pistons,,Richard Hamilton,placed on IL for rest
4/17/2006,Pistons,Alex Acker,,activated from IL
4/17/2006,Pistons,Amir Johnson,,activated from IL
4/17/2006,Pistons,Kelvin Cato,,activated from IL
4/18/2006,Bucks,,Jermaine Jackson,placed on IL
4/18/2006,Bucks,Maurice Williams / Mo Williams,,activated from IL
4/18/2006,Clippers,,Vladimir Radmanovic,placed on IL with strained right groin
4/18/2006,Clippers,Cuttino Mobley,,activated from IL
4/18/2006,Grizzlies,,Pau Gasol,placed on IL with sore left foot
4/18/2006,Grizzlies,Lawrence Roberts,,activated from IL
4/18/2006,Heat,,Dwyane Wade,placed on IL for rest
4/18/2006,Heat,,Shaquille O'Neal,placed on IL for rest
4/18/2006,Heat,Dorell Wright,,activated from IL
4/18/2006,Heat,Jason Kapono,,activated from IL
4/18/2006,Nets,,Antoine Wright,placed on IL
4/18/2006,Nets,,Jason Kidd,placed on IL for personal reasons
4/19/2006,Cavaliers,,Larry Hughes,placed on IL for rest
4/19/2006,Cavaliers,Luke Jackson (Ryan),,activated from IL
4/19/2006,Clippers,,Elton Brand,placed on IL for rest
4/19/2006,Clippers,,Sam Cassell,placed on IL for rest
4/19/2006,Clippers,Corey Maggette,,activated from IL
4/19/2006,Clippers,Vladimir Radmanovic,,activated from IL
4/19/2006,Grizzlies,,Eddie Jones,placed on IL for rest
4/19/2006,Grizzlies,Anthony Roberson,,activated from IL
4/19/2006,Heat,,Jason Williams,placed on IL for rest
4/19/2006,Lakers,,Andrew Bynum,placed on IL
4/19/2006,Lakers,Chris Mihm,,activated from IL
4/19/2006,Mavericks,,Marquis Daniels,placed on IL with strained left hamstring
4/19/2006,Mavericks,Pavel Podkolzine,,activated from IL
4/19/2006,Pistons,,Chauncey Billups,placed on IL for rest
4/19/2006,Pistons,,Dale Davis,placed on IL
4/19/2006,Pistons,,Maurice Evans,placed on IL
4/19/2006,Pistons,Lindsey Hunter,,activated from IL
4/19/2006,Pistons,Rasheed Wallace,,activated from IL
4/19/2006,Pistons,Richard Hamilton,,activated from IL
4/19/2006,Spurs,,(William) Tony Parker,placed on IL for rest
4/19/2006,Spurs,,Tim Duncan,placed on IL for rest
4/19/2006,Spurs,Melvin Sanders,,activated from IL
4/19/2006,Spurs,Sean Marks,,activated from IL
4/22/2006,Bulls,,Randy Livingston,placed on IL
4/22/2006,Cavaliers,,Stephen Graham,placed on IL
4/22/2006,Clippers,,Vin Baker,placed on IL
4/22/2006,Heat,,Derek Anderson,placed on IL
4/22/2006,Kings,,Jamal Sampson,placed on IL
4/22/2006,Nuggets,,Linas Kleiza,placed on IL with sprained left ankle
4/22/2006,Spurs,,Sean Marks,placed on IL
4/22/2006,Wizards,,Andray Blatche,placed on IL
4/23/2006,Bucks,,Toni Kukoc,placed on IL with back spasms
4/23/2006,Grizzlies,,Anthony Roberson,placed on IL
4/23/2006,Lakers,,Andrew Bynum,placed on IL
4/23/2006,Mavericks,,Keith Van Horn,placed on IL
4/23/2006,Nets,,Antoine Wright,placed on IL
4/23/2006,Pacers,,Jamaal Tinsley,placed on IL
4/23/2006,Pistons,,Jason Maxiell,placed on IL
4/23/2006,Suns,,Amare Stoudemire / Amar'e Stoudemire,placed on IL
4/25/2006,Nets,,John Thomas,placed on IL
4/25/2006,Nets,Antoine Wright,,activated from IL
4/25/2006,Pacers,,Predrag Stojakovic / Peja Stojakovic,placed on IL with sore right knee
4/25/2006,Pacers,Jamaal Tinsley,,activated from IL
4/26/2006,Lakers,,Chris Mihm,placed on IL with sprained right ankle
4/26/2006,Lakers,Andrew Bynum,,activated from IL
4/27/2006,Heat,,Jason Kapono,placed on IL
4/27/2006,Heat,Derek Anderson,,activated from IL
4/27/2006,Nuggets,,Kenyon Martin Sr.,placed on IL (suspended)
4/27/2006,Nuggets,Linas Kleiza,,activated from IL
4/27/2006,Pacers,,Jamaal Tinsley,placed on IL with sore right Achilles tendon
